B000944,Sherrod Brown
L000050,Charles Landis
L000079,Jay Laning
L000175,Eugene Leake
L000239,John Lenahan
L000281,Elijah Lewis
L000308,George Lilley
L000355,Charles Littlefield
M000163,Thomas Marshall
M000444,Charles McGavin
M000533,Frank McLain
M000542,Anselm McLaurin
M000569,Samuel McMillan
M000679,Adolph Meyer
M001048,Grant Mouser
M001095,James Murphy
O000144,Jesse Overstreet
P000073,William Parker
P000156,Thomas Paynter
P000413,Ernest Pollard
P000445,Peter Porter
P000491,Llewellyn Powers
P000504,Le Pratt
R000168,John Reyburn
R000221,Harry Richardson
R000287,John Rixey
R000563,William Ryan
S000345,James Sherman
S000485,Campbell Slemp
S000541,George Smith
S000588,Madison Smith
T000098,Robert Taylor
W000036,George Waldo
W000249,Capell Weems
W000466,Ariosto Wiley
W000469,Oliver Wiley
W000674,Harry Wolf
G000090,Frank Gary
M000788,William Milton
S000917,John Stewart
W000312,George Wetmore
A000091,De Alexander
A000112,Amos Allen
B000135,Charles Barclay
B000155,William Barnard
B000203,George Bartlett
B000378,Joseph Bennett
B000672,Henry Boutell
B000689,Eaton Bowers
B000749,William Bradley
B000844,Joseph Bristow
B000962,Walter Brownlow
B001207,Adam Byrd
C000026,William Calderhead
C000135,Adin Capron
C000238,James Cassidy
C000315,Pleasant Chapman
C000478,Alexander Clay
C000578,William Cocks
C000612,Ralph Cole
C000718,Joel Cook
C000745,Allen Cooper
C000805,Harry Coudrey
C000826,Charles Cowles
C000861,William Craig
C000888,Coe Crawford
C000897,Charles Creager
C000937,Charles Crow
C001018,Francis Cushman
D000150,Albert Dawson
D000167,David De Armond
D000232,Edwin Denby
D000336,Gerrit Diekema
D000449,Albert Douglas
D000567,Cyrus Durey
E000065,Don Edwards
E000138,William Ellis
E000163,Politte Elvins
E000183,William Englebright
F000042,Jacob Fassett
F000139,Hamilton Fish
F000231,Otto Foelker
F000293,Eugene Foss
F000318,William Foulkrod
F000320,Charles Fowler
G000008,Joseph Gaines
G000062,Washington Gardner
G000073,Alfred Garner
G000188,John Gill
G000198,Oscar Gillespie
G000223,Samuel Gilmore
G000251,Herman Goebel
G000312,James Gordon
G000351,Joseph Graff
G000363,William Graham
G000383,John Grant
G000473,James Griggs
H000098,Thomas Hamer
H000358,James Havens
H000554,Weldon Heyburn
H000639,Edmund Hinshaw
H000848,William Howard
H000857,Benjamin Howell
H000891,William Hubbard
H000911,George Huff
H000919,Charles Hughes
H000942,John Hull
J000055,William Jamieson
J000113,Adna Johnson
J000162,Martin Johnson
J000193,Joseph Johnston
J000276,James Joyce
K000048,Joseph Keifer
K000055,John Keliher
K000106,James Kennedy
K000279,Charles Knapp
K000331,John Kronmiller
K000346,Gustav Küstermann
L000102,Tulio Larrinaga
L000106,Francis Lassiter
L000124,Charles Law
L000361,Robert Lively
L000368,Leonidas Livingston
L000444,William Lorimer
L000465,William Lovering
L000472,Frank Lowden
L000515,Frederick Lundin
M000230,Zachary Massey
M000283,Harry Maynard
M000384,William McCredie
M000429,Samuel McEnery
M000518,Duncan McKinlay
M000532,James McLachlan
M000733,James Miller
M000772,Charles Millington
M000940,John Morehead
M000944,Charles Morgan
M001053,William Moxley
M001059,Sydney Mudd
M001087,Arthur Murphy
N000089,Thomas Nicholls
O000026,Joseph O’Connell
O000020,Pablo Ocampo
O000059,Jacob Olcott
P000040,Henry Palmer
P000088,Herbert Parsons
P000118,James Patterson
P000163,George Pearre
P000232,George Perkins
P000234,James Perkins
P000496,Charles Pratt
R000131,William Reeder
R000142,Charles Reid
R000176,John Reynolds
R000185,Joseph Rhinock
R000430,Elihu Root
R000526,Gordon Russell
S000166,Charles Scott
S000318,William Sheffield
S000650,Howard Snapp
S000691,George Southwick
S000733,Nehemiah Sperry
S000734,Thomas Spight
S000863,Isaac Stephenson
S001049,George Sturgiss
S001098,John Swasey
T000060,James Tawney
T000123,John Tener
T000159,Charles Thomas
T000186,William Thomas
T000199,Fountain Thompson
T000287,Charles Tirrell
T000318,William Tou Velle
W000082,Robert Wallace
W000122,Irving Wanger
W000171,Charles Washburn
W000259,Charles Weisse
W000340,Nelson Wheeler
W000470,William Wiley
W000481,William Willett
Y000049,Richard Young
P000223,Le Percy
P000570,William Purcell
T000131,Joseph Terrell
T000241,John Thornton
Y000046,Lafayette Young
A000071,Theron Akin
A000173,Butler Ames
A000182,Carl Anderson
A000252,William Andrews
A000254,John Andrus
A000353,Steven Ayres
B000230,Arthur Bates
B000469,Henry Bingham
B000587,John Boehne
B000703,Charles Bowman
B000747,Thomas Bradley
B000770,William Brantley
B000992,Nathan Bryan
C000252,Theron Catlin
C000360,William Chilton
C000414,Moses Clapp
C000425,Clarence Clark
C000686,Richard Connell
C000835,James Cox
C000958,Edgar Crumpacker
C000999,Frank Currier
C001002,George Curry
D000016,John Dalzell
D000066,James Daugherty
D000189,Henry De Forest
D000262,Matthew Denver
D000334,William Dickson
D000392,Francis Dodds
D000489,William Draper
D000502,Michael Driscoll
D000581,John Dwight
E000113,James Ellerbe
E000252,Lynden Evans
F000277,Charles Fornes
F000300,David Foster
G000057,John Gardner
G000060,Obadiah Gardner
G000191,Patrick Gill
G000310,George Gordon
G000343,Samuel Gould
G000443,Curtis Gregg
H000112,John Hamilton
H000162,Louis Hanna
H000251,Robert Harris
H000301,Jesse Hartman
H000422,William Heald
H000505,Edward Henry
H000578,Edwin Higgins
H000871,Leonard Howland
H000882,Elbert Hubbard
J000011,Fred Jackson
J000124,Charles Johnson
K000096,Nathan Kendall
K000132,John Kern
K000232,George Kipp
K000313,Arthur Kopp
L000033,John Lamb
L000117,James Latta
L000133,George Lawrence
L000165,Luke Lea
L000218,Benito Legarda Y Tuason
L000324,George Lindsay
L000343,Henry Lippitt
L000359,Martin Littleton
L000450,Henry Loudenslager
M000035,Robert Macon
M000042,Edmond Madison
M000077,George Malby
M000205,James Martine
M000252,Charles Matthews
M000289,Dannite Mays
M000305,Samuel McCall
M000381,George McCreary
M000470,John McHenry
M000524,James McKinney
M000576,Henry McMorran
M000803,Alexander Mitchell
M000886,Reuben Moon
M000904,John Moore
M001008,Elmer Morse
N000021,James Needham
N000114,George Nixon
N000175,Frank Nye
O000050,James O’Gorman
O000073,George Oliver
O000079,Marlin Olmsted
P000077,Thomas Parran
P000325,Charles Pickett
P000508,Charles Pray
P000538,George Prince
P000567,Arsène Pujo
R000042,Choice Randell
R000086,Isidor Rayner
R000105,William Redfield
R000133,Rollin Rees
R000169,William Reyburn
R000492,Atterson Rucker
S000418,James Simmons
S000614,Sylvester Smith
S000623,Walter Smith
S000712,Peter Speer
S000771,Edmund Stack
S001065,William Sulzer
S001080,George Sutherland
S001107,Edwin Sweet
T000071,Edward Taylor
T000147,John Thayer
T000154,Napoleon Thistlewood
T000413,Robert Turnbull
U000035,George Utter
V000122,Edward Vreeland
W000124,Stanton Warburton
W000198,Clarence Watson
W000242,William Wedemeyer
W000443,Robert Wickliffe
W000620,William Wilson
W000695,Ira Wood
W000743,John Works
Y000039,Isaac Young
D000559,Henry du Pont
C000253,Thomas Catron
J000030,William Jackson
M000229,William Massey
P000238,Kirtland Perky
S000038,Newell Sanders
A000065,William Ainey
A000259,Timothy Ansberry
A000348,Samuel Avis
B000014,Augustus Bacon
B000065,Jacob Baker
B000107,William Baltz
B000196,Richard Bartholdt
B000199,Charles Bartlett
B000216,Silas Barton
B000270,James Beall
B000334,Charles Bell
B000635,Charles Borchers
B000679,Stanley Bowdle
B000796,Robert Bremner
B000853,Franklin Brockson
B000937,Lathrop Brown
B000987,James Bryan
B001087,Charles Burke
B001093,James Burke
B001105,Edwin Burleigh
B001110,Albert Burleson
C000125,Jacob Cantor
C000180,Wooda Carr
C000411,John Clancy
C000495,Henry Clayton
C000699,Maurice Connolly
C000816,James Covington
D000121,John Davis
D000201,Frederick Deitrick
D000268,Franklin Dershem
D000343,Robert Difenderfer
D000418,Michael Donohoe
D000422,Jeremiah Donovan
E000102,James Elder
F000008,John Faison
F000009,Jacob Falconer
F000083,Harvey Fergusson
F000172,Louis Fitzhenry
F000222,John Floyd
F000321,Hiram Fowler
F000337,William Francis
G000126,Henry George
G000190,Michael Gill
G000221,Edward Gilmore
G000228,Robert Gittins
G000252,John Goeke
G000255,Nathan Goff
G000298,Forrest Goodwin
G000327,George Gorman
G000357,James Graham
G000514,James Gudger
H000135,Winfield Hammond
H000235,Christopher Harris
H000268,Francis Harrison
H000457,John Heiskell
H000633,William Hinebaugh
H000667,Richmond Hobson
H000727,Henry Hollis
H000873,Stephen Hoxworth
H000929,William Hughes
J000051,Ollie James
J000141,Jacob Johnson
J000196,Rienzi Johnston
K000023,William Kavanaugh
K000117,William Kennedy
K000189,George Kindel
K000222,Eugene Kinkead
K000237,Sanford Kirkpatrick
K000291,Joseph Knowland
K000308,George Konig
K000316,Charles Korbly
L000548,Claude L’Engle
L000015,Abraham Lafferty
L000059,Harry Lane
L000071,Jonathan Langham
L000202,Robert Lee
L000219,George Legaré
L000268,Jefferson Levy
L000283,Fred Lewis
L000323,Francis Lindquist
L000407,James Logue
M000006,William MacDonald
M000060,John Maguire
M000061,Bryan Mahan
M000093,James Manahan
M000176,Eben Martin
M000193,Lewis Martin
M000200,Thomas Martin
M000330,George McClellan
M000376,Walter McCoy
M000464,Bird McGuire
M000660,Edwin Merritt
M000677,Herman Metz
M000820,John Mitchell
M001070,William Mulkey
M001083,Victor Murdock
M001117,William Murray
N000022,George Neeley
O000012,James O’Brien
O000052,Frank O’Hair
O000064,Denis O’Leary
P000035,Alexander Palmer
P000136,Charles Patton
P000153,Sereno Payne
P000220,Irvin Pepper
P000251,Andrew Peters
P000262,John Peterson
P000396,Frank Plumley
P000454,James Post
P000551,Solomon Prouty
R000116,Eugene Reed
R000156,Thomas Reilly
R000227,William Richardson
R000370,Seaborn Roddenbery
R000461,John Rothermel
R000511,Arthur Rupley
S000073,Willard Saulsbury
S000234,Harry Seldomridge
S000279,John Shafroth
S000296,William Sharp
S000535,Frank Smith
S000613,Samuel Smith
S000629,William Smith
S000878,Frederick Stevens
S000885,Raymond Stevens
S001005,Lawrence Stringer
S001061,Timothy Sullivan
T000023,Charles Talcott
T000066,Benjamin Taylor
T000078,George Taylor
T000140,Thomas Thacher
T000226,William Thompson
T000228,Charles Thomson
T000274,Benjamin Tillman
T000332,Edward Townsend
T000439,William Tuttle
U000007,Edwin Underhill
V000070,James Vardaman
V000075,Horace Vaughan
V000113,Henry Vollmer
W000090,Samuel Wallin
W000095,Allan Walsh
W000224,Claude Weaver
W000232,William Webb
W000246,John Weeks
W000347,John Whitacre
W000462,William Wilder
W000580,Frank Wilson
Y000038,Horace Young
C000063,Johnson Camden
H000193,Thomas Hardwick
L000189,Blair Lee
W000305,William West
W000368,Francis White
A000013,John Abercrombie
A000027,John Adair
A000064,Wyatt Aiken
A000111,Alfred Allen
B000050,Warren Bailey
B000133,Andrew Barchfeld
B000269,Cyrus Beales
B000293,John Beckham
B000359,Henry Benedict
B000370,William Bennet
B000753,James Brady
B000896,Robert Broussard
B000949,William Brown
B001001,Frank Buchanan
B001083,George Burgess
B001095,Michael Burke
C000056,Oscar Callaway
C000277,George Chamberlain
C000323,William Charles
C000463,James Clarke
C000521,Cyrus Cline
C000622,William Coleman
C000975,William Cullop
D000029,Henry Danforth
D000074,James Davenport
D000110,James Davis
D000500,Daniel Driscoll
E000015,Manuel Earnshaw
F000021,Michael Farley
G000023,Jacob Gallinger
G000344,Joseph Goulden
G000491,Asle Gronna
G000517,Frank Guernsey
H000283,Archibald Hart
H000382,James Hay
H000516,Robert Henry
H000630,Asher Hinds
H000785,Robert Hopwood
H000866,Joseph Howell
H000920,Dudley Hughes
H000958,William Humphrey
H001006,Paul Husting
J000128,Edwin Johnson
J000156,Joseph Johnson
K000052,Abraham Keister
K000127,William Kent
K000310,Thomas Konop
L000014,Daniel Lafean
L000302,Charles Lieb
L000303,Michael Liebel
L000320,Charles Lindbergh
L000380,James Lloyd
L000399,George Loft
L000449,George Loud
M000254,Nelson Matthews
M000363,Paul McCorkle
M000378,Robert McCracken
M000405,James McDermott
M000448,Daniel McGillicuddy
M000753,Samuel Miller
M000758,Thomas Miller
M000888,William Mooney
M000955,Lewis Morgan
M000998,Martin Morrison
M001034,Hunter Moss
M001037,Ralph Moss
M001118,William Murray
N000069,Francis Newlands
N000141,Solomon North
O000002,Peter Oakey
O000049,Woodson Oglesby
P000022,Robert Page
P000109,Thomas Patten
P000217,Boies Penrose
P000290,James Phelan
Q000009,Manuel Quezon
R000070,George Rauch
R000279,Luis Rivera
R000311,Ernest Roberts
R000493,Tinsley Rucker
R000534,Joshua Russell
S000348,Lawrence Sherman
S000371,Benjamin Shively
S000540,George Smith
S000551,Hoke Smith
S000577,John Smith
S000589,Marcus Smith
S000636,William Smith
S000702,Stephen Sparkman
S000837,Thomas Steele
S000858,John Stephens
S000861,William Stephens
S000954,Claudius Stone
S000968,William Stone
S000982,Tom Stout
T000011,Joseph Taggart
T000059,Clyde Tavenner
T000160,Charles Thomas
T000366,Samuel Tribble
W000535,Seward Williams
W000548,William Williams
W000575,Emmett Wilson
W000662,Samuel Witherspoon
K000233,William Kirby
T000013,Thomas Taggart
A000051,William Adamson
A000341,Richard Austin
B000018,Mark Bacon
B000164,Henry Barnhart
B000240,Elsworth Bathrick
B000264,Samuel Beakes
B000421,Earl Beshlin
B000476,William Birch
B000552,Orrin Bleakley
B000643,William Borland
B000846,James Britt
B000855,Andrew Brodbeck
B000974,Henry Bruckner
C000025,William Calder
C000136,John Capstick
C000205,William Carter
C000218,William Cary
C000433,Henry Clark
C000490,Horatio Claypool
C000663,Daniel Comstock
C000689,John Connelly
C000707,Michael Conry
C000748,Edward Cooper
C000840,William Cox
C000963,Charles Culberson
D000008,Harry Dale
D000084,James Davidson
D000184,Perl Decker
D000258,George Denton
D000337,Martin Dies
D000348,Charles Dillon
D000374,Lincoln Dixon
D000427,Dudley Doolittle
D000505,Dow Drukker
E000219,Frederick Essen
F000005,George Fairchild
F000131,David Finley
F000165,John Fitzgerald
F000228,Joseph Flynn
F000295,George Foss
F000309,Martin Foster
F000333,Joseph France
F000335,George Francis
F000370,Joseph Frelinghuysen
G000050,Augustus Gardner
G000317,William Gordon
G000393,Edward Gray
G000401,Oscar Gray
G000441,Alexander Gregg
G000460,Daniel Griffin
H000104,Charles Hamilton
H000119,Courtney Hamlin
H000389,Everis Hayes
H000433,Robert Heaton
H000455,Victor Heintz
H000459,Henry Helgesen
H000466,Guy Helvering
H000522,Walter Hensley
H000591,Ebenezer Hill
H000620,Benjamin Hilliard
H000645,Gilbert Hitchcock
H000726,David Hollingsworth
H000755,George Hood
H000829,William Houston
H000849,William Howard
H000934,George Hulbert
J000259,William Jones
K000035,Edward Keating
K000046,James Kehoe
K000065,Frank Kellogg
K000157,John Key
K000296,Philander Knox
L000006,William La Follette
L000358,Adam Littlepage
L000385,Charles Lobeck
L000518,George Lunn
M000170,Charles Martin
M000397,Porter McCumber
M000554,Atkins McLemore
M000629,Jacob Meeker
M000717,Clarence Miller
M001129,Henry Myers
N000059,Harry New
N000156,Patrick Norton
O000117,George O’Shaunessy
O000071,Daniel Oliver
O000141,Arthur Overmyer
P000014,Carroll Page
P000403,Miles Poindexter
P000407,Albert Polk
P000420,Atlee Pomerene
P000487,Caleb Powers
P000500,Harry Pratt
P000527,Jesse Price
R000309,Edwin Roberts
R000480,Charles Rowland
R000533,Joseph Russell
S000170,George Scott
S000180,John Scott
S000274,Dorsey Shackleford
S000343,Joseph Sherley
S000384,Jouett Shouse
S000482,James Slayden
S000520,Charles Smith
S000657,John Snook
S000856,Dan Stephens
S000869,Bruce Sterling
S000870,John Sterling
S001063,Cyrus Sulloway
S001081,Howard Sutherland
S001118,Oscar Swift
S001124,Robert Switzer
T000021,Joshua Talbott
T000121,Thomas Templeton
T000330,Charles Townsend
W000039,William Waldow
W000060,John Walker
W000117,William Walton
W000370,George White
W000521,John Williams
W000669,Josiah Wolcott
W000721,Frank Woods
B000052,David Baird
B000360,Christie Benet
D000495,Irving Drew
G000104,Edward Gay
G000522,Walter Guion
H000477,Charles Henderson
M000181,George Martin
M001069,Frederick Mulkey
N000169,John Nugent
P000417,William Pollock
W000471,Xenophon Wilfley
A000098,Joshua Alexander
A000253,William Andrews
B000007,John Babka
B000027,John Baer
B000100,Lewis Ball
B000110,John Bankhead
B000303,Carlos Bee
B000387,Carville Benson
B000547,William Bland
B000626,Charles Booher
B000961,William Browning
B000975,Clement Brumbaugh
B001121,John Burnett
C000030,Charles Caldwell
C000110,Ezekiel Candler
C000151,Charles Carlin
C000437,James Clark
C000541,Charles Coady
C000651,LeBaron Colt
C000796,Peter Costello
C000998,Gilbert Currie
D000256,Stanley Dent
D000288,Arthur Dewalt
D000298,Nathaniel Dial
D000423,Jerome Donovan
D000426,Peter Dooling
D000431,Frank Doremus
E000109,Davis Elkins
E000145,Franklin Ellsworth
E000171,Henry Emerson
E000212,John Esch
E000224,Albert Estopinal
E000234,Charles Evans
F000011,Albert Fall
F000029,John Farr
F000091,Scott Ferris
F000164,John Fitzgerald
F000405,Alvan Fuller
G000018,Thomas Gallagher
G000037,Harry Gandy
G000048,Warren Gard
G000068,Mahlon Garland
G000250,Hannibal Godwin
G000260,Henry Goldfogle
G000276,Louis Goodall
G000304,William Goodwin
G000474,George Grigsby
H000099,James Hamill
H000108,Edward Hamilton
H000319,Reuben Haskell
H000461,Harvey Helm
H000532,Benigno Hernández
H000546,Hugh Hersman
H000610,William Hill
H000716,Edward Holland
H000939,Willis Hulings
I000005,William Igoe
J000190,John Johnston
J000282,Niels Juul
K000104,Charles Kennedy
K000129,William Kenyon
K000155,William Kettner
L000250,John Lesher
L000259,Asbury Lever
M000002,John MacCrate
M000063,James Maher
M000101,Edward Mann
M000290,James Mays
M000369,Joseph McCormick
M000450,Cornelius McGlennon
M000517,Richard McKiniry
M000536,Patrick McLane
M000849,James Monahan
M000884,John Moon
M000906,Joseph Moore
M000947,Dick Morgan
N000040,Knute Nelson
N000062,Truman Newberry
N000088,Samuel Nicholls
N000090,Charles Nichols
O000080,Richard Olney
O000153,Robert Owen
P000194,Herbert Pell
P000291,Michael Phelan
P000379,Edmund Platt
R000010,James Ragsdale
R000027,John Ramsey
R000036,Charles Randall
R000038,Clifford Randall
R000298,Edward Robbins
R000348,Leonidas Robinson
R000472,Joseph Rowan
R000476,Frederick Rowe
S000035,Jared Sanders
S000053,Rollin Sanford
S000077,Edward Saunders
S000206,Thomas Scully
S000235,Sam Sells
S000363,John Shields
S000441,Thetus Sims
S000500,John Small
S000619,Thomas Smith
S000796,Augustus Stanley
S000831,Henry Steele
